Price,Area,No. of Bedrooms,Gymnasium,SwimmingPool,LandscapedGardens,IndoorGames,SportsFacility,ATM,ClubHouse,24X7Security,PowerBackup,CarParking,LiftAvailable,furnishing
5.451,1.608,3,1,1,1,1,1,0,1,1,1,1,1,0
4.4,1.2,2,1,1,1,1,1,0,1,1,1,1,1,0
5.38,1.255,2,1,1,1,1,1,0,1,1,1,1,1,0
5.739,1.693,3,1,1,1,1,1,0,1,1,1,1,1,0
6.426,1.53,3,1,1,1,1,1,0,1,1,1,1,1,0
5.8,1.54,3,1,1,1,1,1,0,1,1,1,1,1,0
5.148,1.196,2,1,1,1,1,1,0,1,1,1,1,1,0
6.028,1.419,2,1,1,1,1,1,0,1,1,1,1,1,0
4.44,1.2,2,1,1,1,1,1,0,1,1,1,1,1,0
6.4,1.53,3,1,1,1,1,1,0,1,1,1,1,1,0
5.38,1.267,2,1,1,1,1,1,0,1,1,1,1,1,0
4.44,1.2,2,1,1,1,1,1,0,1,1,1,1,1,0
5.6,1.5,3,1,1,1,1,1,0,1,1,1,1,1,0
6.466,1.53,3,1,1,1,1,1,0,1,1,1,1,1,0
5.322,1.57,3,1,1,1,1,1,0,1,1,1,1,1,0
5.739,1.693,3,1,1,1,1,1,0,1,1,1,1,1,0
5.257,1.551,3,1,1,1,1,1,0,1,1,1,1,1,0
5.451,1.608,3,1,1,1,1,1,0,1,1,1,1,1,0
6.466,1.53,3,1,1,1,1,1,0,1,1,1,1,1,0
6.413,1.527,3,1,1,1,1,1,0,1,1,1,1,1,0
5.148,1.196,2,1,1,1,1,1,0,1,1,1,1,1,0
6.4,1.53,3,1,1,1,1,1,0,1,1,1,1,1,0
4.44,1.2,2,1,1,1,1,1,0,1,1,1,1,1,0
5.0,1.196,2,1,1,1,1,1,0,1,1,1,1,1,0
5.202,1.53,3,1,1,1,1,1,0,1,1,1,1,1,0
4.44,1.306,2,1,1,1,1,1,0,1,1,1,1,1,0
4.4,1.2,2,1,1,1,1,1,0,1,1,1,1,1,0
5.322,1.57,3,1,1,1,1,1,0,1,1,1,1,1,0
5.739,1.693,3,1,1,1,1,1,0,1,1,1,1,1,0
5.257,1.551,3,1,1,1,1,1,0,1,1,1,1,1,0
5.451,1.608,3,1,1,1,1,1,0,1,1,1,1,1,0
6.466,1.53,3,1,1,1,1,1,0,1,1,1,1,1,0
5.148,1.196,2,1,1,1,1,1,0,1,1,1,1,1,0
6.4,1.53,3,1,1,1,1,1,0,1,1,1,1,1,0
5.148,1.196,2,1,1,1,1,1,0,1,1,1,1,1,0
6.466,1.53,3,1,1,1,1,1,0,1,1,1,1,1,0
6.413,1.527,3,1,1,1,1,1,0,1,1,1,1,1,0
5.04,1.2,2,1,1,1,1,1,0,1,1,1,1,1,0
5.485,1.306,2,1,1,1,1,1,0,1,1,1,1,1,0
6.426,1.53,3,1,1,1,1,1,0,1,1,1,1,1,0
4.44,1.2,2,1,1,1,1,1,0,1,1,1,1,1,0
6.459999,1.53,3,1,1,1,1,1,0,1,1,1,1,1,0
4.4,1.2,2,1,1,1,1,1,0,1,1,1,1,1,0
5.148,1.196,2,1,1,1,1,1,0,1,1,1,1,1,0
6.514,1.551,3,1,1,1,1,1,0,1,1,1,1,1,0
6.4,1.53,3,1,1,1,1,1,0,1,1,1,1,1,0
6.4,1.53,3,1,1,1,1,1,0,1,1,1,1,1,0
4.44,1.2,2,1,1,1,1,1,0,1,1,1,1,1,0
4.44,1.187,2,1,1,1,1,1,0,1,1,1,1,1,0
5.959,1.419,2,1,1,1,1,1,0,1,1,1,1,1,0
5.04,1.2,2,1,1,1,1,1,0,1,1,1,1,1,0
4.44,1.2,2,1,1,1,1,1,0,1,1,1,1,1,0
6.028,1.419,2,1,1,1,1,1,0,1,1,1,1,1,0
6.4,1.53,2,1,1,1,1,1,0,1,1,1,1,1,0
5.38,1.255,2,1,1,1,1,1,0,1,1,1,1,1,0
5.023,1.196,2,1,1,1,1,1,0,1,1,1,1,1,0
5.023,1.196,2,1,1,1,1,1,0,1,1,1,1,1,0
5.4,1.295,2,1,1,1,1,1,0,1,1,1,1,1,2
5.148,1.196,2,1,1,1,1,1,0,1,1,1,1,1,0
5.4,1.303,2,1,1,1,1,1,0,1,1,1,1,1,0
4.44,1.2,2,1,1,1,1,1,0,1,1,1,1,1,0
4.784,1.196,2,1,1,1,1,1,0,1,1,1,1,1,0
4.8,1.143,2,1,1,1,1,1,0,1,1,1,1,1,0
4.44,1.2,2,1,1,1,1,1,0,1,1,1,1,1,0
3.897999,1.068,2,1,1,1,1,1,0,1,1,1,1,1,0
3.761999,0.92,2,1,1,1,1,0,0,1,1,1,1,1,0
4.11,1.005,2,1,1,1,1,0,0,1,1,1,1,1,0
4.0,1.005,2,1,1,1,1,0,0,1,1,1,1,1,0
3.958,0.975,2,1,1,1,1,0,0,1,1,1,1,1,0
3.735,0.92,2,1,1,1,1,0,0,1,1,1,1,1,0
4.079999,1.005,2,1,1,1,1,0,0,1,1,1,1,1,0
4.079999,1.005,2,1,1,1,1,0,0,1,1,1,1,1,0
3.929,0.975,2,1,1,1,1,0,0,1,1,1,1,1,0
3.82,0.955,2,1,1,1,1,0,0,1,1,1,1,1,0
4.22,1.055,2,1,1,1,1,0,0,1,1,1,1,1,0
4.02,1.005,2,1,1,1,1,0,0,1,1,1,1,1,0
5.077,1.26,3,1,1,1,1,0,0,1,1,1,1,1,0
4.5,1.0,2,1,1,1,1,1,1,1,1,1,0,1,0
4.4,1.0,2,1,1,1,1,1,1,1,1,1,0,1,0
15.2,1.792,3,1,1,1,1,0,0,1,1,1,1,1,0
25.6,3.012,4,1,1,1,1,0,0,1,1,1,1,1,0
20.099999,2.37,3,1,1,1,1,0,0,1,1,1,1,1,0
11.9,1.85,3,1,1,1,1,1,0,1,1,1,1,1,0
12.1,1.85,3,1,1,1,1,1,0,1,1,1,1,1,0
12.3,1.85,3,1,1,1,1,1,0,1,1,1,1,1,0
12.3,1.85,3,1,1,1,1,0,0,1,1,1,1,1,0
4.1,1.1,2,1,0,0,0,0,0,0,1,1,1,1,0
6.83,1.198,2,1,1,1,1,1,1,1,1,1,1,1,0
6.75,1.198,2,1,1,1,1,1,1,1,1,1,1,1,0
6.8,1.197,2,1,1,1,1,1,1,1,1,1,1,1,0
10.0,1.482,3,1,1,0,0,1,0,1,0,1,0,1,2
8.25,1.232,2,1,1,0,0,1,0,1,0,1,0,1,2
3.84,1.0,2,1,1,1,1,1,1,1,1,1,1,1,2
10.0,1.482,3,1,1,0,0,1,0,1,0,1,0,1,2
11.6,1.691,3,1,1,0,0,1,0,1,0,1,0,1,2
3.8,1.0,2,1,1,1,1,1,1,1,1,1,1,1,2
8.2,1.232,2,1,1,0,0,1,0,1,0,1,0,1,2
11.5,1.691,3,1,1,0,0,1,0,1,0,1,0,1,2
4.0,1.0,2,1,1,1,1,1,1,1,1,1,1,1,2
3.847999,1.0,2,1,1,1,1,1,1,1,1,1,1,1,2
10.0,1.482,3,1,1,0,0,1,0,1,0,1,0,1,2
10.0,1.482,3,1,1,0,0,1,0,1,0,1,0,1,2
8.3,1.232,2,1,1,0,0,1,0,1,0,1,0,1,2
12.0,1.691,3,1,1,0,0,1,0,1,0,1,0,1,2
3.835,1.0,2,1,1,1,1,1,1,1,1,1,1,1,2
8.3,1.232,2,1,1,0,0,1,0,1,0,1,0,1,2
8.1,1.232,2,1,1,0,0,1,0,1,0,1,0,1,2
3.825,1.0,2,1,1,1,1,1,1,1,1,1,1,1,2
3.865,1.0,2,1,1,1,1,1,1,1,1,1,1,1,2
3.9,1.005,2,1,1,1,1,1,0,1,1,1,1,1,0
4.1,1.055,2,1,0,0,0,1,0,0,0,1,1,1,0
4.0,1.0,2,1,0,0,0,1,0,0,0,1,1,1,0
4.1,1.055,2,1,0,0,0,1,0,0,0,1,1,1,0
5.3,1.365,3,1,0,0,0,1,0,0,0,1,1,1,0
4.1,1.055,2,1,0,0,0,1,0,0,0,1,1,1,0
5.3,1.365,3,1,0,0,0,1,0,0,0,1,1,1,0
5.3,1.365,3,1,0,0,0,1,0,0,0,1,1,1,0
4.1,1.055,2,1,0,0,0,1,0,0,0,1,1,1,0
5.3,1.365,3,1,0,0,0,1,0,0,0,1,1,1,0
4.1,1.05,2,1,0,0,0,1,0,0,0,1,1,1,0
13.4,1.6,3,1,1,1,1,1,0,1,0,1,1,1,2
13.5,1.6,3,1,1,1,1,1,0,1,0,1,1,1,2
13.5,1.5,3,1,1,1,1,1,0,1,0,1,1,1,2
8.45,1.3,3,1,1,0,1,1,0,1,0,1,0,1,2
7.995,1.23,3,1,1,0,1,1,0,1,0,1,0,1,2
8.874,1.305,3,1,1,0,1,1,0,1,0,1,0,1,2
7.767,1.195,3,1,1,0,1,1,0,1,0,1,0,1,2
8.45,1.3,3,1,1,0,1,1,0,1,0,1,0,1,2
13.899999,1.545,3,1,1,1,1,1,0,1,1,1,1,1,0
20.099999,2.24,3,1,1,1,1,1,0,1,1,1,1,1,0
15.7,1.75,3,1,1,1,1,1,0,1,1,1,1,1,0
15.7,1.75,3,1,1,1,1,1,0,1,1,1,1,1,0
9.8,1.52,3,1,1,1,1,1,0,1,1,1,1,1,2
7.65,1.18,2,1,1,1,1,1,0,1,1,1,1,1,2
7.2,1.18,2,1,1,1,1,1,0,1,1,1,1,1,2
10.2,1.52,3,1,1,1,1,1,0,1,1,1,1,1,2
12.8,1.933,3,1,1,1,1,1,0,1,1,1,1,1,2
12.6,1.826,3,1,1,1,1,1,0,1,1,1,1,1,2
13.6,1.749,3,1,1,1,1,1,0,1,1,1,1,1,2
12.6,1.749,3,1,1,1,1,1,0,1,1,1,1,1,2
12.6,1.749,3,1,1,1,1,1,0,1,1,1,1,1,2
12.4,1.739,3,1,1,1,1,1,0,1,1,1,1,1,2
10.9,1.691,3,1,1,1,0,1,0,1,1,1,1,1,0
14.0,2.17,3,1,1,1,0,1,0,1,1,1,1,1,0
10.9,1.691,3,1,1,1,0,1,0,1,1,1,1,1,0
4.751,1.145,2,1,1,1,1,0,0,0,1,1,0,1,0
4.565,1.1,2,1,1,1,1,0,0,0,1,1,0,1,0
9.222,1.59,3,0,0,0,0,0,0,0,0,0,0,0,0
8.874,1.305,3,1,1,0,1,1,0,1,0,1,0,1,0
8.45,1.3,3,1,1,0,1,1,0,1,0,1,0,1,0
13.899999,1.545,3,1,1,1,1,1,0,1,1,1,1,1,0
15.5,1.73,3,1,1,1,1,1,0,1,1,1,1,1,0
9.0,1.48,3,1,1,0,0,1,0,1,0,1,0,1,2
13.899999,1.545,3,1,1,1,1,1,0,1,1,1,1,1,0
11.399999,1.865,3,1,1,1,1,1,0,1,1,1,1,1,2
11.2,1.865,3,1,1,1,1,1,0,1,1,1,1,1,0
11.5,1.865,3,1,1,1,1,1,0,1,1,1,1,1,0
7.6,1.241,2,1,1,1,1,1,1,1,1,1,1,1,0
7.3,1.232,2,1,1,1,1,1,1,1,1,1,1,1,0
7.45,1.221,2,1,1,1,1,1,1,1,1,1,1,1,0
7.3,1.22,2,1,1,1,1,1,1,1,1,1,1,1,0
7.0,1.21,2,1,1,1,1,1,1,1,1,1,1,1,0
7.95,1.375,3,1,1,1,1,1,1,1,1,1,1,1,0
8.35,1.368,3,1,1,1,1,1,1,1,1,1,1,1,0
8.25,1.375,3,1,1,1,1,1,1,1,1,1,1,1,0
8.05,1.368,3,1,1,1,1,1,1,1,1,1,1,1,0
7.8,1.366,3,1,1,1,1,1,1,1,1,1,1,1,0
7.8,1.358,3,1,1,1,1,1,1,1,1,1,1,1,0
7.8,1.241,2,1,1,1,1,1,1,1,1,1,1,1,0
7.45,1.232,2,1,1,1,1,1,1,1,1,1,1,1,0
4.1,1.055,2,1,0,0,0,1,0,0,0,1,1,1,0
5.3,1.365,3,1,0,0,0,1,0,0,0,1,1,1,0
4.0,1.055,2,1,0,0,0,1,0,0,0,1,1,1,0
4.1,1.055,2,1,0,0,0,1,0,0,0,1,1,1,0
4.1,1.055,2,1,0,0,0,1,0,0,0,1,1,1,0
4.1,1.055,4,1,0,0,0,1,0,0,0,1,1,1,0
4.1,1.02,2,1,1,1,1,1,0,1,1,1,1,1,0
4.2,1.055,2,1,1,1,1,0,0,1,1,1,1,1,0
3.735,0.92,1,1,1,1,1,0,0,1,1,1,1,1,0
3.735,0.92,1,1,1,0,0,0,0,0,0,1,0,1,0
3.735,0.92,1,1,1,0,0,0,0,0,0,1,0,1,0
5.05,1.26,2,1,1,0,0,0,0,0,0,1,0,1,0
5.1,1.26,3,1,1,1,1,0,0,1,1,1,1,1,0
4.0,1.015,2,1,1,1,1,0,0,1,1,1,1,1,0
4.2,1.055,2,1,1,1,1,1,0,1,1,1,1,1,0
5.075,1.28,3,1,1,1,1,1,0,1,1,1,1,1,0
3.975,1.005,2,0,0,0,0,0,0,0,0,0,0,0,0
4.0,1.005,2,1,1,1,1,1,0,1,1,1,1,1,2
4.1,1.055,2,0,0,0,0,0,0,0,0,0,0,0,0
4.1,1.055,2,1,0,0,0,1,0,0,0,1,1,1,0
5.1,1.28,3,1,0,0,0,1,0,0,0,1,1,1,0
4.1,1.055,2,1,0,0,0,1,0,0,0,1,1,1,0
4.1,1.053,2,1,0,0,0,1,0,0,0,1,1,1,0
4.1,1.054,2,1,0,0,0,1,0,0,0,1,1,1,0
5.3,1.361,3,1,0,0,0,1,0,0,0,1,1,1,0
5.3,1.365,3,1,0,0,0,1,0,0,0,1,1,1,0
15.7,1.75,3,1,1,1,1,1,0,1,1,1,1,1,2
2.876,0.788,2,1,1,1,1,1,0,1,1,1,1,1,0
2.62,0.718,2,1,1,1,1,1,0,1,1,1,1,1,0
3.668,1.005,2,1,1,1,1,1,0,1,1,1,1,1,0
4.1,1.054,2,1,0,0,0,1,0,0,0,1,1,1,0
5.3,1.361,3,1,0,0,0,1,0,0,0,1,1,1,0
5.3,1.365,3,1,0,0,0,1,0,0,0,1,1,1,0
15.7,1.75,3,1,1,1,1,1,0,1,1,1,1,1,2
2.876,0.788,2,1,1,1,1,1,0,1,1,1,1,1,0
2.62,0.718,2,1,1,1,1,1,0,1,1,1,1,1,0
3.668,1.005,2,1,1,1,1,1,0,1,1,1,1,1,0
4.861,1.332,3,1,1,1,1,1,0,1,1,1,1,1,0
4.88,1.122,2,1,0,0,0,0,0,0,1,1,0,1,0
4.9,1.215,2,1,1,0,0,1,0,1,0,1,0,1,0
10.5,1.482,3,1,1,0,0,0,0,0,0,0,0,0,0
9.614,1.346,2,1,1,0,0,0,0,0,0,0,0,0,0
8.8,1.232,2,1,1,0,0,0,0,0,0,0,0,0,0
5.933,1.745,3,1,1,1,1,1,0,1,1,1,0,1,0
5.644,1.66,3,1,1,1,1,1,0,1,1,1,0,1,0
11.9,1.85,3,1,1,1,1,1,0,1,1,1,1,1,0
11.8,1.85,3,1,1,1,1,1,0,1,1,1,1,1,0
12.2,1.85,3,1,1,1,1,1,0,1,1,1,1,1,0
12.1,1.85,3,1,1,1,1,1,0,1,1,1,1,1,0
12.5,1.85,3,1,1,1,1,1,0,1,1,1,1,1,0
12.1,1.85,3,1,1,1,1,1,0,1,1,1,1,1,0
12.3,1.85,3,1,1,1,1,1,0,1,1,1,1,1,0
11.5,1.85,3,1,1,1,1,1,0,1,1,1,1,1,0
11.9,1.85,3,1,1,1,1,1,0,1,1,1,1,1,0
4.854,1.116,2,1,0,0,0,0,0,0,1,1,0,1,0
5.561,1.209,2,1,0,0,0,0,0,0,0,0,0,0,0
5.694,1.238,2,1,0,0,0,0,0,0,0,0,0,0,0
5.75,1.25,2,1,0,0,0,0,0,0,0,0,0,0,0
5.497,1.195,2,1,0,0,0,0,0,0,0,0,0,0,0
5.625,1.223,2,1,0,0,0,0,0,0,0,0,0,0,0
4.815,1.107,2,1,0,0,0,0,0,0,1,1,0,1,0
5.05,1.161,2,1,0,0,0,0,0,0,1,1,0,1,0
4.619,1.062,2,1,0,0,0,0,0,0,1,1,0,1,0
4.785,1.1,2,1,0,0,0,0,0,0,1,1,0,1,0
7.356,1.113,2,1,1,1,1,1,1,1,1,1,1,1,0
6.916,1.04,2,1,1,1,1,1,1,1,1,1,1,1,0
7.778,1.183,2,1,1,1,1,1,1,1,1,1,1,1,0
7.452,1.129,2,1,1,1,1,1,1,1,1,1,1,1,0
7.428,1.125,2,1,1,1,1,1,1,1,1,1,1,1,0
7.873999,1.199,2,1,1,1,1,1,1,1,1,1,1,1,0
44.9,4.45,4,1,1,1,0,0,0,0,1,1,0,1,0
43.4,4.31,4,1,1,1,0,0,0,0,1,1,0,1,0
40.3,4.0,4,1,1,1,0,0,0,0,1,1,0,1,0
4.972,1.143,2,1,0,0,0,0,0,0,1,1,0,1,0
4.737,1.089,2,1,0,0,0,0,0,0,1,1,0,1,0
8.218,1.505,3,1,1,1,1,0,0,1,1,1,1,1,0
8.370999,1.535,3,1,1,1,1,0,0,1,1,1,1,1,0
8.039,1.47,3,1,1,1,1,0,0,1,1,1,1,1,0
5.868,1.045,2,1,1,1,1,0,0,1,1,1,1,1,0
6.021,1.075,2,1,1,1,1,0,0,1,1,1,1,1,0
7.194,1.29,2,1,1,1,1,0,0,1,1,1,1,1,0
7.581,1.38,2,1,1,1,1,0,0,1,1,1,1,1,0
8.137,1.465,3,1,1,1,1,0,0,1,1,1,1,1,0
19.3,1.901,3,1,1,0,1,1,0,1,1,1,1,1,0
30.9,3.029,3,1,1,0,1,1,0,1,1,1,1,1,0
17.5,1.447,3,1,1,1,1,0,1,1,1,1,1,1,0
25.0,2.293,4,1,1,1,1,0,1,1,1,1,1,1,0
5.5,1.17,2,1,0,0,0,0,0,0,0,1,0,0,0
9.267,1.685,3,1,1,1,1,0,0,1,1,0,1,0,0
8.717,1.585,3,1,1,1,1,0,0,1,1,0,1,0,0
8.045999,1.463,3,1,1,1,1,0,0,1,1,0,1,0,0
7.631999,1.482,3,1,1,1,0,0,0,1,0,0,1,0,0
6.612,1.284,2,1,1,1,0,0,0,1,0,0,1,0,0
5.443,1.057,2,1,1,1,0,0,0,1,0,0,1,0,0
5.339,1.047,2,1,1,1,0,1,0,0,1,1,1,1,0
5.253,1.03,2,1,1,1,0,1,0,0,1,1,1,1,0
8.088,1.586,3,1,1,1,0,1,0,0,1,1,1,1,0
7.073,1.387,3,1,1,1,0,1,0,0,1,1,1,1,0
6.395,1.254,2,1,1,1,0,1,0,0,1,1,1,1,0
7.272,1.426,3,1,1,1,0,1,0,0,1,1,1,1,0
7.109,1.394,3,1,1,1,0,1,0,0,1,1,1,1,0
7.293,1.43,3,1,1,1,0,1,0,0,1,1,1,1,0
7.655,1.501,3,1,1,1,0,1,0,0,1,1,1,1,0
6.808,1.335,3,1,1,1,0,1,0,0,1,1,1,1,0
11.6,1.835,3,1,1,1,1,0,0,1,1,1,1,1,0
11.7,1.85,3,1,1,1,1,0,0,1,1,1,1,1,0
11.7,1.86,3,1,1,1,1,0,0,1,1,1,1,1,0
11.2,1.765,3,1,1,1,1,0,0,1,1,1,1,1,0
11.5,1.83,3,1,1,1,1,0,0,1,1,1,1,1,0
11.0,1.73,3,1,1,1,1,0,0,1,1,1,1,1,0
8.8,1.195,2,1,1,1,1,0,0,1,1,1,1,1,0
15.4,2.321,3,1,1,1,1,0,0,1,1,1,1,1,0
7.9,1.393,3,1,1,1,0,1,0,1,0,1,1,1,0
16.5,1.8,3,1,0,0,0,1,0,1,0,0,0,1,0
3.024,0.72,1,1,0,0,0,0,0,0,1,1,0,1,0
5.25,1.25,2,1,0,0,0,0,0,0,1,1,0,1,0
5.145,1.225,2,1,0,0,0,0,0,0,1,1,0,1,0
4.998,1.19,2,1,0,0,0,0,0,0,1,1,0,1,0
5.04,1.2,2,1,0,0,0,0,0,0,1,1,0,1,0
4.62,1.1,2,1,0,0,0,0,0,0,1,1,0,1,0
3.42,1.14,2,1,0,0,0,0,0,0,1,1,1,1,0
2.82,0.94,2,1,0,0,0,0,0,0,1,1,1,1,0
3.96,1.32,3,1,0,0,0,0,0,0,1,1,1,1,0
3.479999,1.16,2,1,0,0,0,0,0,0,1,1,1,1,0
2.88,0.96,2,1,0,0,0,0,0,0,1,1,1,1,0
3.18,1.06,2,1,0,0,0,0,0,0,1,1,1,1,0
5.1,1.14,2,1,0,0,0,0,0,1,1,1,0,1,0
8.8,1.195,2,1,1,1,1,0,0,1,1,1,1,1,0
15.4,2.321,3,1,1,1,1,0,0,1,1,1,1,1,0
11.0,1.655,3,1,1,1,1,0,0,1,1,1,1,1,0
5.25,1.08,2,0,0,0,0,0,0,0,0,0,0,0,0
8.23,1.555,3,1,1,1,1,1,0,1,1,1,0,1,2
5.4,0.96,2,1,1,1,0,0,0,0,1,1,0,1,0
5.4,1.225,2,0,0,0,0,0,0,0,0,0,0,0,0
8.5,1.555,3,1,1,1,1,1,0,1,1,1,0,1,2
8.6,1.555,3,1,1,1,1,1,0,1,1,1,0,1,2
10.2,1.576,3,1,1,1,1,0,1,1,1,1,1,1,0
11.1,1.709,3,1,1,1,1,0,1,1,1,1,1,1,0
10.0,1.55,3,1,1,1,1,0,1,1,1,1,1,1,0
11.7,1.813,3,1,1,1,1,0,1,1,1,1,1,1,0
11.299999,1.746,3,1,1,1,1,0,1,1,1,1,1,1,0
11.1,1.717,3,1,1,1,1,0,1,1,1,1,1,1,0
10.8,1.665,3,1,1,1,1,0,1,1,1,1,1,1,0
10.7,1.657,3,1,1,1,1,0,1,1,1,1,1,1,0
11.5,1.773,3,1,1,1,1,0,1,1,1,1,1,1,0
13.1,1.846,3,1,1,0,0,0,0,0,0,0,0,0,0
10.5,1.482,3,1,1,0,0,0,0,0,0,0,0,0,0
9.614,1.346,2,1,1,0,0,0,0,0,0,0,0,0,0
8.8,1.232,2,1,1,0,0,0,0,0,0,0,0,0,0
26.2,2.6,4,1,1,0,1,1,0,1,1,1,1,1,0
36.2,3.59,4,1,1,0,1,1,0,1,1,1,1,1,0
37.5,3.701,4,1,1,0,1,1,0,1,1,1,1,1,0
31.7,3.17,4,1,1,0,1,1,0,1,1,1,1,1,0
28.4,2.807,4,1,1,0,1,1,0,1,1,1,1,1,0
7.262,1.462,3,1,1,1,1,0,0,1,1,1,1,1,0
6.659999,1.172,2,1,1,1,1,0,0,1,1,1,1,1,0
8.087,1.478,3,1,1,1,1,0,0,1,1,1,1,1,0
6.213,1.251,2,1,1,1,1,0,0,1,1,1,1,1,0
7.84,1.589,3,1,1,1,1,0,0,1,1,1,1,1,0
8.897,1.629,3,1,1,1,1,0,0,1,1,1,1,1,0
7.262,1.462,3,1,1,1,1,0,0,1,1,1,1,1,0
29.3,3.012,4,0,1,0,0,0,0,1,0,1,0,1,0
9.999,1.901,3,1,1,1,1,1,1,1,1,1,1,1,0
25.5,1.839,3,1,1,0,0,0,0,1,1,1,1,1,0
34.0,2.461,4,1,1,0,0,0,0,1,1,1,1,1,0
17.5,1.249,2,1,1,0,0,0,0,1,1,1,1,1,0
34.5,2.503,4,1,1,0,0,0,0,1,1,1,1,1,0
19.5,1.385,2,1,1,0,0,0,0,1,1,1,1,1,0
8.8,1.195,2,1,1,1,1,0,0,1,1,1,1,1,0
15.4,2.321,3,1,1,1,1,0,0,1,1,1,1,1,0
11.0,1.655,3,1,1,1,1,0,0,1,1,1,1,1,0
9.277,1.275,2,1,1,1,1,1,0,1,1,1,1,0,0
11.6,1.615,3,1,1,1,1,1,0,1,1,1,1,0,0
10.9,1.515,3,1,1,1,1,1,0,1,1,1,1,0,0
10.5,1.455,3,1,1,1,1,1,0,1,1,1,1,0,0
9.859,1.36,3,1,1,1,1,1,0,1,1,1,1,0,0
4.55,1.011,1,1,1,1,1,1,0,1,1,1,1,1,0
40.4,3.517,4,1,1,1,1,0,0,1,1,1,1,1,0
33.1,2.883,3,1,1,1,1,0,0,1,1,1,1,1,0
40.199999,3.498,4,1,1,1,1,0,0,1,1,1,1,1,0
41.6,3.621,4,1,1,1,1,0,0,1,1,1,1,1,0
33.6,2.929,3,1,1,1,1,0,0,1,1,1,1,1,0
32.0,2.791,3,1,1,1,1,0,0,1,1,1,1,1,0
5.771,1.178,2,1,1,0,0,0,0,1,1,0,0,0,0
6.412,1.309,2,1,1,0,0,0,0,1,1,0,0,0,0
8.362,1.707,3,1,1,0,0,0,0,1,1,0,0,0,0
6.388,1.304,2,1,1,0,0,0,0,1,1,0,0,0,0
3.747,0.765,1,1,1,0,0,0,0,1,1,0,0,0,0
7.309,1.492,3,1,1,0,0,0,0,1,1,0,0,0,0
5.354,1.093,2,1,1,0,0,0,0,1,1,0,0,0,0
4.595,0.938,1,1,1,0,0,0,0,1,1,0,0,0,0
8.323,1.699,3,1,1,0,0,0,0,1,1,0,0,0,0
7.348,1.5,3,1,1,0,0,0,0,1,1,0,0,0,0
9.494,1.938,3,1,1,0,0,0,0,1,1,0,0,0,0
7.234999,1.477,3,1,1,0,0,0,0,1,1,0,0,0,0
6.241,1.274,2,1,1,0,0,0,0,1,1,0,0,0,0
5.266,1.075,2,1,1,0,0,0,0,1,1,0,0,0,0
4.982,1.017,2,1,1,0,0,0,0,1,1,0,0,0,0
8.514,1.738,3,1,1,0,0,0,0,1,1,0,0,0,0
6.285,1.283,2,1,1,0,0,0,0,1,1,0,0,0,0
6.158,1.257,2,1,1,0,0,0,0,1,1,0,0,0,0
3.488,0.712,1,1,1,0,0,0,0,1,1,0,0,0,0
8.234999,1.12,2,1,1,1,0,1,0,0,1,1,0,1,0
10.6,1.45,3,1,1,1,0,1,0,0,1,1,0,1,0
8.676,1.18,2,1,1,1,0,1,0,0,1,1,0,1,0
5.661,0.77,1,1,1,1,0,1,0,0,1,1,0,1,0
10.5,1.43,3,1,1,1,0,1,0,0,1,1,0,1,0
9.558,1.3,2,1,1,1,0,1,0,0,1,1,0,1,0
11.9,1.63,3,1,1,1,0,1,0,0,1,1,0,1,0
8.897,1.21,2,1,1,1,0,1,0,0,1,1,0,1,0
6.984999,0.95,2,1,1,1,0,1,0,0,1,1,0,1,0
10.8,1.48,3,1,1,1,0,1,0,0,1,1,0,1,0
9.264,1.26,2,1,1,1,0,1,0,0,1,1,0,1,0
7.426,1.01,2,1,1,1,0,1,0,0,1,1,0,1,0
11.2,1.53,3,1,1,1,0,1,0,0,1,1,0,1,0
11.7,1.6,3,1,1,1,0,1,0,0,1,1,0,1,0
5.0,0.68,1,1,1,1,0,1,0,0,1,1,0,1,0
6.691,0.91,1,1,1,1,0,1,0,0,1,1,0,1,0
8.1,0.718,2,1,1,1,1,0,0,1,1,1,1,1,0
10.9,0.905,3,1,1,1,1,0,0,1,1,1,1,1,0
10.5,0.972,3,1,1,1,1,0,0,1,1,1,1,1,0
4.8,1.31,3,1,1,1,1,1,0,1,1,1,1,1,0
13.5,2.35,3,0,0,0,0,0,0,0,0,0,0,1,0
68.7,4.053,4,1,1,0,1,1,0,1,1,1,0,1,0
4.359,0.814,2,1,1,0,0,1,0,1,0,1,0,1,0
8.57,1.405,3,1,1,1,0,0,0,0,0,1,0,1,0
23.5,3.613,4,1,1,0,0,1,0,1,0,1,0,1,0
10.5,1.482,3,1,1,0,0,0,0,0,0,0,0,0,0
9.614,1.346,2,1,1,0,0,0,0,0,0,0,0,0,0
8.8,1.232,2,1,1,0,0,0,0,0,0,0,0,0,0
8.779,1.245,2,1,1,1,1,1,1,1,1,1,1,1,0
9.9,1.545,3,1,1,1,0,1,0,1,0,1,1,1,0
46.1,2.678,3,1,1,0,1,1,0,1,1,1,0,1,0
5.055,0.966,3,1,1,0,0,1,0,1,0,1,0,1,0
6.819,1.286,3,1,1,0,0,1,0,1,0,1,0,1,0
3.872999,0.708,2,1,1,0,0,1,0,1,0,1,0,1,0
8.370999,1.535,3,1,1,1,1,0,0,1,1,1,1,1,0
8.039,1.47,3,1,1,1,1,0,0,1,1,1,1,1,0
