Price,Area,No. of Bedrooms,Gymnasium,SwimmingPool,LandscapedGardens,IndoorGames,SportsFacility,ATM,ClubHouse,24X7Security,PowerBackup,CarParking,LiftAvailable,furnishing
4.7,0.95,2,2,2,2,2,2,2,2,2,2,9,2,0
8.209,1.14,2,2,2,2,2,2,2,2,2,2,9,2,0
8.209,1.404,3,2,2,2,2,2,2,2,2,2,9,2,0
8.209,1.404,3,2,2,2,2,2,2,2,2,2,9,2,0
8.209,1.404,3,2,2,2,2,2,2,2,2,2,9,2,0
10.2,1.404,3,2,2,2,2,2,2,2,2,2,9,2,0
11.1,1.576,3,2,2,2,2,2,2,2,2,2,9,2,0
4.209,1.709,3,2,2,2,2,2,2,2,2,2,9,2,0
5.478,0.771,1,2,2,2,2,2,2,2,2,2,9,2,0
3.267,1.128,2,2,2,2,2,2,2,2,2,2,9,2,0
6.731,0.568,1,2,2,2,2,2,2,2,2,2,9,2,0
8.378,1.268,2,2,2,2,2,2,2,2,2,2,9,2,0
5.951,1.195,2,2,2,2,2,2,2,2,2,2,9,2,0
8.216,0.82,1,2,2,2,2,2,2,2,2,2,9,2,0
12.8,1.17,2,2,2,2,2,2,2,2,2,2,9,2,0
5.0,1.875,3,2,2,2,2,2,2,2,2,2,9,2,0
12.1,0.695,1,2,2,2,2,2,2,2,2,2,9,2,0
10.2,1.76,3,2,2,2,2,2,2,2,2,2,9,2,0
8.441,1.47,2,2,2,2,2,2,2,2,2,2,9,2,0
11.2,1.2,2,2,2,2,2,2,2,2,2,2,9,2,0
10.1,1.63,3,2,2,2,2,2,2,2,2,2,9,2,0
10.8,1.47,3,2,2,2,2,2,2,2,2,2,9,2,0
9.446,1.575,3,2,2,2,2,2,2,2,2,2,9,2,0
8.306999,1.36,2,2,2,2,2,2,2,2,2,2,9,2,0
4.883,1.184,2,2,2,2,2,2,2,2,2,2,9,2,0
6.731,0.655,1,2,2,2,2,2,2,2,2,2,9,2,0
16.399999,1.268,2,2,2,2,2,2,2,2,2,2,9,2,0
14.2,2.275,4,2,2,2,2,2,2,2,2,2,9,2,0
16.2,1.973,3,2,2,2,2,2,2,2,2,2,9,2,0
14.3,2.252,4,2,2,2,2,2,2,2,2,2,9,2,0
14.5,1.98,3,2,2,2,2,2,2,2,2,2,9,2,0
14.0,2.018,3,2,2,2,2,2,2,2,2,2,9,2,0
17.5,1.948,3,2,2,2,2,2,2,2,2,2,9,2,0
14.6,2.425,4,2,2,2,2,2,2,2,2,2,9,2,0
13.5,2.023,3,2,2,2,2,2,2,2,2,2,9,2,0
16.7,1.877,3,2,2,2,2,2,2,2,2,2,9,2,0
14.5,2.322,4,2,2,2,2,2,2,2,2,2,9,2,0
14.3,2.007,3,2,2,2,2,2,2,2,2,2,9,2,0
10.9,1.984,3,2,2,2,2,2,2,2,2,2,9,2,0
9.451,1.105,3,2,2,2,2,2,2,2,2,2,9,2,0
9.423,0.948,2,2,2,2,2,2,2,2,2,2,9,2,0
12.8,0.949,2,2,2,2,2,2,2,2,2,2,9,2,0
9.513,1.287,3,2,2,2,2,2,2,2,2,2,9,2,0
12.7,0.957,2,2,2,2,2,2,2,2,2,2,9,2,0
8.485,1.262,3,2,2,2,2,2,2,2,2,2,9,2,0
14.9,0.842,2,2,2,2,2,2,2,2,2,2,9,2,0
8.403,1.494,3,2,2,2,2,2,2,2,2,2,9,2,0
10.9,0.832,2,2,2,2,2,2,2,2,2,2,9,2,0
9.148,1.104,3,2,2,2,2,2,2,2,2,2,9,2,0
6.863,1.906,3,2,2,2,2,2,2,2,2,2,9,2,0
5.296,1.445,3,2,2,2,2,2,2,2,2,2,9,2,0
8.312,1.115,2,2,2,2,2,2,2,2,2,2,9,2,0
8.051,1.75,3,2,2,2,2,2,2,2,2,2,9,2,0
7.756,1.695,3,2,2,2,2,2,2,2,2,2,9,2,0
7.329,1.633,3,2,2,2,2,2,2,2,2,2,9,2,0
8.602,1.543,3,2,2,2,2,2,2,2,2,2,9,2,0
10.3,1.811,3,2,2,2,2,2,2,2,2,2,9,2,0
15.0,2.179,3,2,2,2,2,2,2,2,2,2,9,2,0
5.685,3.167,3,2,2,2,2,2,2,2,2,2,9,2,0
11.1,1.197,2,2,2,2,2,2,2,2,2,2,9,2,0
9.732,2.221,4,2,2,2,2,2,2,2,2,2,9,2,0
6.385,1.622,3,2,2,2,2,2,2,2,2,2,9,2,0
10.8,1.272,2,2,2,2,2,2,2,2,2,2,9,2,0
7.062,2.147,4,2,2,2,2,2,2,2,2,2,9,2,0
7.895999,1.177,2,2,2,2,2,2,2,2,2,2,9,2,0
7.062,1.316,2,2,2,2,2,2,2,2,2,2,9,2,0
7.842,1.177,2,2,2,2,2,2,2,2,2,2,9,2,0
7.895999,1.307,2,2,2,2,2,2,2,2,2,2,9,2,0
7.854,1.316,2,2,2,2,2,2,2,2,2,2,9,2,0
8.406,1.309,2,2,2,2,2,2,2,2,2,2,9,2,0
5.07,1.401,2,2,2,2,2,2,2,2,2,2,9,2,0
6.183,0.935,2,2,2,2,2,2,2,2,2,2,9,2,0
6.863,1.35,3,2,2,2,2,2,2,2,2,2,9,2,0
5.296,1.445,3,2,2,2,2,2,2,2,2,2,9,2,0
8.312,1.115,2,2,2,2,2,2,2,2,2,2,9,2,0
8.051,1.75,3,2,2,2,2,2,2,2,2,2,9,2,0
7.756,1.695,3,2,2,2,2,2,2,2,2,2,9,2,0
7.329,1.633,3,2,2,2,2,2,2,2,2,2,9,2,0
8.602,1.543,3,2,2,2,2,2,2,2,2,2,9,2,0
10.3,1.811,3,2,2,2,2,2,2,2,2,2,9,2,0
15.0,2.179,3,2,2,2,2,2,2,2,2,2,9,2,0
5.685,3.167,3,2,2,2,2,2,2,2,2,2,9,2,0
6.95,1.197,2,2,2,2,2,2,2,2,2,2,9,2,0
7.368,1.392,2,2,2,2,2,2,2,2,2,2,9,2,0
6.711,1.228,2,2,2,2,2,2,2,2,2,2,9,2,0
7.368,1.32,3,2,2,2,2,2,2,2,2,2,9,2,0
6.711,1.228,2,2,2,2,2,2,2,2,2,2,9,2,0
8.148,1.32,3,2,2,2,2,2,2,2,2,2,9,2,0
8.904,1.358,2,2,2,2,2,2,2,2,2,2,9,2,0
7.17,1.484,3,2,2,2,2,2,2,2,2,2,9,2,0
7.944,1.195,2,2,2,2,2,2,2,2,2,2,9,2,0
7.842,1.324,2,2,2,2,2,2,2,2,2,2,9,2,0
7.014,1.307,2,2,2,2,2,2,2,2,2,2,9,2,0
6.912,1.169,2,2,2,2,2,2,2,2,2,2,9,2,0
10.7,1.152,2,2,2,2,2,2,2,2,2,2,9,2,0
11.5,1.657,3,2,2,2,2,2,2,2,2,2,9,2,0
10.0,1.773,3,2,2,2,2,2,2,2,2,2,9,2,0
11.7,1.55,3,2,2,2,2,2,2,2,2,2,9,2,0
11.299999,1.813,3,2,2,2,2,2,2,2,2,2,9,2,0
11.1,1.746,3,2,2,2,2,2,2,2,2,2,9,2,0
10.8,1.717,3,2,2,2,2,2,2,2,2,2,9,2,0
8.8,1.665,3,2,2,2,2,2,2,2,2,2,9,2,0
15.4,1.195,2,2,2,2,2,2,2,2,2,2,9,2,0
11.0,2.321,3,2,2,2,2,2,2,2,2,2,9,2,0
8.954,1.655,3,2,2,2,2,2,2,2,2,2,9,2,0
8.954,1.216,2,2,2,2,2,2,2,2,2,2,9,2,0
8.8,1.216,2,2,2,2,2,2,2,2,2,2,9,2,0
15.4,1.195,2,2,2,2,2,2,2,2,2,2,9,2,0
11.0,2.321,3,2,2,2,2,2,2,2,2,2,9,2,0
14.0,1.655,3,2,2,2,2,2,2,2,2,2,9,2,0
5.7,1.885,3,2,2,2,2,2,2,2,2,2,9,2,0
3.7,1.2,2,2,2,2,2,2,2,2,2,2,9,2,0
6.4,0.605,1,2,2,2,2,2,2,2,2,2,9,2,0
9.5,1.2,2,2,2,2,2,2,2,2,2,2,9,2,0
16.8,1.486,3,2,2,2,2,2,2,2,2,2,9,2,0
27.3,3.5,3,2,2,2,2,2,2,2,2,2,9,2,0
28.9,3.033,4,2,2,2,2,2,2,2,2,2,9,2,0
21.4,3.205,4,2,2,2,2,2,2,2,2,2,9,2,0
12.5,2.376,3,2,2,2,2,2,2,2,2,2,9,2,0
27.3,2.215,3,2,2,2,2,2,2,2,2,2,9,2,0
21.4,3.024,4,2,2,2,2,2,2,2,2,2,9,2,0
21.4,2.376,3,2,2,2,2,2,2,2,2,2,9,2,0
22.7,2.376,3,2,2,2,2,2,2,2,2,2,9,2,0
22.4,2.522,3,2,2,2,2,2,2,2,2,2,9,2,0
61.7,2.48,3,2,2,2,2,2,2,2,2,2,9,2,0
22.4,4.932,4,2,2,2,2,2,2,2,2,2,9,2,0
27.3,2.48,3,2,2,2,2,2,2,2,2,2,9,2,0
61.7,3.024,4,2,2,2,2,2,2,2,2,2,9,2,0
22.7,4.932,4,2,2,2,2,2,2,2,2,2,9,2,0
21.4,2.522,3,2,2,2,2,2,2,2,2,2,9,2,0
21.5,2.376,3,2,2,2,2,2,2,2,2,2,9,2,0
7.6,2.378,3,2,2,2,2,2,2,2,2,2,9,2,0
50.5,1.55,3,2,2,2,2,2,2,2,2,2,9,2,0
8.3,2.442,3,2,2,2,2,2,2,2,2,2,9,2,0
6.55,1.24,2,2,2,2,2,2,2,2,2,2,9,2,0
4.6,1.071,2,2,2,2,2,2,2,2,2,2,9,2,0
4.8,0.465,1,2,2,2,2,2,2,2,2,2,9,2,0
7.6,0.488,1,2,2,2,2,2,2,2,2,2,9,2,0
12.8,0.815,2,2,2,2,2,2,2,2,2,2,9,2,0
17.9,1.365,2,2,2,2,2,2,2,2,2,2,9,2,0
35.3,1.249,2,2,2,2,2,2,2,2,2,2,9,2,0
11.0,2.461,4,2,2,2,2,2,2,2,2,2,9,2,0
8.699,1.73,3,2,2,2,2,2,2,2,2,2,9,2,0
13.0,1.55,3,2,2,2,2,2,2,2,2,2,9,2,0
9.3,2.176,3,2,2,2,2,2,2,2,2,2,9,2,0
8.863,1.485,3,2,2,2,2,2,2,2,2,2,9,2,0
22.2,1.225,2,2,2,2,2,2,2,2,2,2,9,2,0
12.9,3.21,4,2,2,2,2,2,2,2,2,2,9,2,0
8.896,1.83,3,2,2,2,2,2,2,2,2,2,9,2,0
22.599999,1.23,2,2,2,2,2,2,2,2,2,2,9,2,0
12.8,3.265,4,2,2,2,2,2,2,2,2,2,9,2,0
9.098,1.81,3,2,2,2,2,2,2,2,2,2,9,2,0
10.4,1.26,2,2,2,2,2,2,2,2,2,2,9,2,0
9.165,1.46,3,2,2,2,2,2,2,2,2,2,9,2,0
6.9,1.27,2,2,2,2,2,2,2,2,2,2,9,2,0
3.85,1.35,3,2,2,2,2,2,2,2,2,2,9,2,0
4.1,1.08,2,2,2,2,2,2,2,2,2,2,9,2,0
6.483,1.17,2,2,2,2,2,2,2,2,2,2,9,2,0
7.125,1.365,3,2,2,2,2,2,2,2,2,2,9,2,0
6.412,1.5,3,2,2,2,2,2,2,2,2,2,9,2,0
8.791,1.35,3,2,2,2,2,2,2,2,2,2,9,2,0
3.779999,1.29,2,2,2,2,2,2,2,2,2,2,9,2,0
120.0,1.075,2,2,2,2,2,2,2,2,2,2,9,2,0
13.4,7.5,6,2,2,2,2,2,2,2,2,2,9,2,0
16.9,1.51,3,2,2,2,2,2,2,2,2,2,9,2,0
16.9,1.903,3,2,2,2,2,2,2,2,2,2,9,2,0
13.4,1.903,3,2,2,2,2,2,2,2,2,2,9,2,0
16.9,1.51,3,2,2,2,2,2,2,2,2,2,9,2,0
39.5,1.903,3,2,2,2,2,2,2,2,2,2,9,2,0
4.69,2.5,3,2,2,2,2,2,2,2,2,2,9,2,0
13.899999,0.94,2,2,2,2,2,2,2,2,2,2,9,2,0
5.573,2.09,3,2,2,2,2,2,2,2,2,2,9,2,0
7.934999,1.117,2,2,2,2,2,2,2,2,2,2,9,2,0
37.8,1.5,3,2,2,2,2,2,2,2,2,2,9,2,0
22.0,4.498,4,2,2,2,2,2,2,2,2,2,9,2,0
22.599999,2.753,3,2,2,2,2,2,2,2,2,2,9,2,0
8.94,3.84,4,2,2,2,2,2,2,2,2,2,9,2,0
13.4,1.69,3,2,2,2,2,2,2,2,2,2,9,2,0
7.02,1.51,3,2,2,2,2,2,2,2,2,2,9,2,0
9.574,1.407,3,2,2,2,2,2,2,2,2,2,9,2,0
16.9,1.81,3,2,2,2,2,2,2,2,2,2,9,2,0
4.7,1.903,3,2,2,2,2,2,2,2,2,2,9,2,0
18.6,0.942,2,2,2,2,2,2,2,2,2,2,9,2,0
11.1,2.79,3,2,2,2,2,2,2,2,2,2,9,2,0
7.698999,1.66,3,2,2,2,2,2,2,2,2,2,9,2,0
3.638,1.604,3,2,2,2,2,2,2,2,2,2,9,2,0
3.621,1.07,2,2,2,2,2,2,2,2,2,2,9,2,0
7.698999,1.065,2,2,2,2,2,2,2,2,2,2,9,2,0
6.556,1.604,3,2,2,2,2,2,2,2,2,2,9,2,0
190.0,1.366,3,2,2,2,2,2,2,2,2,2,9,2,0
8.791,8.2,7,2,2,2,2,2,2,2,2,2,9,2,0
3.779999,1.29,2,2,2,2,2,2,2,2,2,2,9,2,0
5.475,1.075,2,2,2,2,2,2,2,2,2,2,9,2,0
8.94,1.007,2,2,2,2,2,2,2,2,2,2,9,2,0
13.4,1.69,3,2,2,2,2,2,2,2,2,2,9,2,0
7.02,1.51,3,2,2,2,2,2,2,2,2,2,9,2,0
9.574,1.407,3,2,2,2,2,2,2,2,2,2,9,2,0
16.9,1.81,3,2,2,2,2,2,2,2,2,2,9,2,0
4.7,1.903,3,2,2,2,2,2,2,2,2,2,9,2,0
18.6,0.942,2,2,2,2,2,2,2,2,2,2,9,2,0
11.1,2.79,3,2,2,2,2,2,2,2,2,2,9,2,0
7.698999,1.66,3,2,2,2,2,2,2,2,2,2,9,2,0
6.556,1.604,3,2,2,2,2,2,2,2,2,2,9,2,0
37.8,1.366,3,2,2,2,2,2,2,2,2,2,9,2,0
22.0,4.498,4,2,2,2,2,2,2,2,2,2,9,2,0
6.556,2.753,3,2,2,2,2,2,2,2,2,2,9,2,0
5.8,1.366,3,2,2,2,2,2,2,2,2,2,9,2,0
4.6,1.32,3,2,2,2,2,2,2,2,2,2,9,2,0
10.2,1.01,2,2,2,2,2,2,2,2,2,2,9,2,0
11.1,1.576,3,2,2,2,2,2,2,2,2,2,9,2,0
11.6,1.709,3,2,2,2,2,2,2,2,2,2,9,2,0
11.7,1.835,3,2,2,2,2,2,2,2,2,2,9,2,0
11.7,1.85,3,2,2,2,2,2,2,2,2,2,9,2,0
11.2,1.86,3,2,2,2,2,2,2,2,2,2,9,2,0
11.5,1.765,3,2,2,2,2,2,2,2,2,2,9,2,0
11.9,1.83,3,2,2,2,2,2,2,2,2,2,9,2,0
9.3,2.17,3,2,2,2,2,2,2,2,2,2,9,2,0
7.262,1.691,3,2,2,2,2,2,2,2,2,2,9,2,0
11.2,1.275,2,2,2,2,2,2,2,2,2,2,9,2,0
9.534,2.04,3,2,2,2,2,2,2,2,2,2,9,2,0
6.792,1.71,3,2,2,2,2,2,2,2,2,2,9,2,0
9.221,1.185,2,2,2,2,2,2,2,2,2,2,9,2,0
7.131,1.65,3,2,2,2,2,2,2,2,2,2,9,2,0
8.725,1.25,2,2,2,2,2,2,2,2,2,2,9,2,0
8.411,1.555,3,2,2,2,2,2,2,2,2,2,9,2,0
8.777,1.495,3,2,2,2,2,2,2,2,2,2,9,2,0
19.5,1.565,3,2,2,2,2,2,2,2,2,2,9,2,0
10.7,2.805,4,2,2,2,2,2,2,2,2,2,9,2,0
13.2,1.51,3,2,2,2,2,2,2,2,2,2,9,2,0
13.0,1.88,3,2,2,2,2,2,2,2,2,2,9,2,0
10.8,1.85,3,2,2,2,2,2,2,2,2,2,9,2,0
5.0,1.52,3,2,2,2,2,2,2,2,2,2,9,2,0
6.114,0.98,2,2,2,2,2,2,2,2,2,2,9,2,0
7.665,1.219,2,2,2,2,2,2,2,2,2,2,9,2,0
6.405,1.549,3,2,2,2,2,2,2,2,2,2,9,2,0
7.068,1.281,2,2,2,2,2,2,2,2,2,2,9,2,0
6.316,1.422,3,2,2,2,2,2,2,2,2,2,9,2,0
6.349,1.262,2,2,2,2,2,2,2,2,2,2,9,2,0
5.874,1.269,2,2,2,2,2,2,2,2,2,2,9,2,0
7.909,1.168,2,2,2,2,2,2,2,2,2,2,9,2,0
7.58,1.601,3,2,2,2,2,2,2,2,2,2,9,2,0
16.299999,1.531,3,2,2,2,2,2,2,2,2,2,9,2,0
16.299999,1.906,3,2,2,2,2,2,2,2,2,2,9,2,0
9.551,1.906,3,2,2,2,2,2,2,2,2,2,9,2,0
9.1,0.997,2,2,2,2,2,2,2,2,2,2,9,2,0
7.718,0.931,2,2,2,2,2,2,2,2,2,2,9,2,0
5.566,1.625,3,2,2,2,2,2,2,2,2,2,9,2,0
7.611,1.043,2,2,2,2,2,2,2,2,2,2,9,2,0
7.433,1.45,3,2,2,2,2,2,2,2,2,2,9,2,0
5.365,1.565,3,2,2,2,2,2,2,2,2,2,9,2,0
5.462,1.003,2,2,2,2,2,2,2,2,2,2,9,2,0
6.154,1.15,3,2,2,2,2,2,2,2,2,2,9,2,0
4.702,1.16,2,2,2,2,2,2,2,2,2,2,9,2,0
7.822,0.99,2,2,2,2,2,2,2,2,2,2,9,2,0
16.299999,1.492,3,2,2,2,2,2,2,2,2,2,9,2,0
16.299999,1.906,3,2,2,2,2,2,2,2,2,2,9,2,0
16.299999,1.906,3,2,2,2,2,2,2,2,2,2,9,2,0
9.551,1.906,3,2,2,2,2,2,2,2,2,2,9,2,0
9.1,0.997,2,2,2,2,2,2,2,2,2,2,9,2,0
9.529,0.931,2,2,2,2,2,2,2,2,2,2,9,2,0
9.579,0.998,2,2,2,2,2,2,2,2,2,2,9,2,0
8.24,0.995,2,2,2,2,2,2,2,2,2,2,9,2,0
4.469,0.835,2,2,2,2,2,2,2,2,2,2,9,2,0
8.173,0.445,1,2,2,2,2,2,2,2,2,2,9,2,0
9.565,1.638,3,2,2,2,2,2,2,2,2,2,9,2,0
8.183,0.992,2,2,2,2,2,2,2,2,2,2,9,2,0
8.169,1.64,3,2,2,2,2,2,2,2,2,2,9,2,0
15.7,0.838,2,2,2,2,2,2,2,2,2,2,9,2,0
5.588,2.35,3,2,2,2,2,2,2,2,2,2,9,2,0
14.4,1.12,2,2,2,2,2,2,2,2,2,2,9,2,0
8.451,2.16,3,2,2,2,2,2,2,2,2,2,9,2,0
9.34,0.828,2,2,2,2,2,2,2,2,2,2,9,2,0
15.5,0.968,2,2,2,2,2,2,2,2,2,2,9,2,0
8.353,2.33,3,2,2,2,2,2,2,2,2,2,9,2,0
13.6,0.866,2,2,2,2,2,2,2,2,2,2,9,2,0
7.929,2.04,3,2,2,2,2,2,2,2,2,2,9,2,0
8.12,1.499,3,2,2,2,2,2,2,2,2,2,9,2,0
14.5,0.833,2,2,2,2,2,2,2,2,2,2,9,2,0
9.204,2.17,3,2,2,2,2,2,2,2,2,2,9,2,0
9.551,1.74,3,2,2,2,2,2,2,2,2,2,9,2,0
22.4,1.002,2,2,2,2,2,2,2,2,2,2,9,2,0
5.359,3.36,4,2,2,2,2,2,2,2,2,2,9,2,0
9.323,1.074,2,2,2,2,2,2,2,2,2,2,9,2,0
15.1,1.075,3,2,2,2,2,2,2,2,2,2,9,2,0
6.856999,2.26,3,2,2,2,2,2,2,2,2,2,9,2,0
7.716,1.3,3,2,2,2,2,2,2,2,2,2,9,2,0
7.058,1.471,3,2,2,2,2,2,2,2,2,2,9,2,0
6.317,1.34,3,2,2,2,2,2,2,2,2,2,9,2,0
8.217,1.33,3,2,2,2,2,2,2,2,2,2,9,2,0
7.409999,1.73,3,2,2,2,2,2,2,2,2,2,9,2,0
6.65,1.41,3,2,2,2,2,2,2,2,2,2,9,2,0
6.053,1.4,3,2,2,2,2,2,2,2,2,2,9,2,0
6.128,1.14,2,2,2,2,2,2,2,2,2,2,9,2,0
7.993,1.155,2,2,2,2,2,2,2,2,2,2,9,2,0
7.645999,1.526,3,2,2,2,2,2,2,2,2,2,9,2,0
9.435,1.457,3,2,2,2,2,2,2,2,2,2,9,2,0
5.848,1.45,3,2,2,2,2,2,2,2,2,2,9,2,0
5.681,1.082,3,2,2,2,2,2,2,2,2,2,9,2,0
7.845,1.066,2,2,2,2,2,2,2,2,2,2,9,2,0
5.089,1.18,2,2,2,2,2,2,2,2,2,2,9,2,0
9.865,0.883,2,2,2,2,2,2,2,2,2,2,9,2,0
6.776,1.561,3,2,2,2,2,2,2,2,2,2,9,2,0
5.447,0.967,3,2,2,2,2,2,2,2,2,2,9,2,0
5.612,0.742,2,2,2,2,2,2,2,2,2,2,9,2,0
6.913,0.758,2,2,2,2,2,2,2,2,2,2,9,2,0
6.519,0.982,3,2,2,2,2,2,2,2,2,2,9,2,0
9.148,0.916,3,2,2,2,2,2,2,2,2,2,9,2,0
8.607,1.906,3,2,2,2,2,2,2,2,2,2,9,2,0
5.339,0.851,2,2,2,2,2,2,2,2,2,2,9,2,0
12.9,1.07,2,2,2,2,2,2,2,2,2,2,9,2,0
11.7,1.93,3,2,2,2,2,2,2,2,2,2,9,2,0
10.1,1.42,2,2,2,2,2,2,2,2,2,2,9,2,0
4.89,1.15,3,2,2,2,2,2,2,2,2,2,9,2,0
14.3,0.98,2,2,2,2,2,2,2,2,2,2,9,2,0
9.551,1.665,3,2,2,2,2,2,2,2,2,2,9,2,0
7.884,0.99,2,2,2,2,2,2,2,2,2,2,9,2,0
13.799999,1.58,3,2,2,2,2,2,2,2,2,2,9,2,0
8.532,1.63,3,2,2,2,2,2,2,2,2,2,9,2,0
8.247,1.71,3,2,2,2,2,2,2,2,2,2,9,2,0
8.379,0.844,2,2,2,2,2,2,2,2,2,2,9,2,0
4.335,1.584,3,2,2,2,2,2,2,2,2,2,9,2,0
7.234999,0.415,1,2,2,2,2,2,2,2,2,2,9,2,0
9.523,1.45,3,2,2,2,2,2,2,2,2,2,9,2,0
8.95,0.988,2,2,2,2,2,2,2,2,2,2,9,2,0
8.345,1.692,3,2,2,2,2,2,2,2,2,2,9,2,0
7.645999,0.849,2,2,2,2,2,2,2,2,2,2,9,2,0
9.435,1.457,3,2,2,2,2,2,2,2,2,2,9,2,0
5.848,1.45,3,2,2,2,2,2,2,2,2,2,9,2,0
5.681,1.082,3,2,2,2,2,2,2,2,2,2,9,2,0
7.845,1.066,2,2,2,2,2,2,2,2,2,2,9,2,0
5.089,1.18,2,2,2,2,2,2,2,2,2,2,9,2,0
9.865,0.883,2,2,2,2,2,2,2,2,2,2,9,2,0
9.025,1.561,3,2,2,2,2,2,2,2,2,2,9,2,0
6.906999,1.9,3,2,2,2,2,2,2,2,2,2,9,2,0
4.987,1.31,3,2,2,2,2,2,2,2,2,2,9,2,0
5.892,1.05,2,2,2,2,2,2,2,2,2,2,9,2,0
7.718,1.108,2,2,2,2,2,2,2,2,2,2,9,2,0
5.566,1.625,3,2,2,2,2,2,2,2,2,2,9,2,0
7.611,1.043,2,2,2,2,2,2,2,2,2,2,9,2,0
7.433,1.45,3,2,2,2,2,2,2,2,2,2,9,2,0
5.365,1.565,3,2,2,2,2,2,2,2,2,2,9,2,0
5.462,1.003,2,2,2,2,2,2,2,2,2,2,9,2,0
6.154,1.15,3,2,2,2,2,2,2,2,2,2,9,2,0
4.702,1.16,2,2,2,2,2,2,2,2,2,2,9,2,0
7.822,0.99,2,2,2,2,2,2,2,2,2,2,9,2,0
6.776,1.492,3,2,2,2,2,2,2,2,2,2,9,2,0
5.447,0.967,3,2,2,2,2,2,2,2,2,2,9,2,0
5.612,0.742,2,2,2,2,2,2,2,2,2,2,9,2,0
6.913,0.758,2,2,2,2,2,2,2,2,2,2,9,2,0
6.519,0.982,3,2,2,2,2,2,2,2,2,2,9,2,0
9.148,0.916,3,2,2,2,2,2,2,2,2,2,9,2,0
13.1,1.906,3,2,2,2,2,2,2,2,2,2,9,2,0
10.5,1.846,3,2,2,2,2,2,2,2,2,2,9,2,0
9.614,1.482,3,2,2,2,2,2,2,2,2,2,9,2,0
8.8,1.346,2,2,2,2,2,2,2,2,2,2,9,2,0
10.7,1.232,2,2,2,2,2,2,2,2,2,2,9,2,0
11.5,1.657,3,2,2,2,2,2,2,2,2,2,9,2,0
10.0,1.773,3,2,2,2,2,2,2,2,2,2,9,2,0
11.7,1.55,3,2,2,2,2,2,2,2,2,2,9,2,0
11.299999,1.813,3,2,2,2,2,2,2,2,2,2,9,2,0
11.1,1.746,3,2,2,2,2,2,2,2,2,2,9,2,0
10.8,1.717,3,2,2,2,2,2,2,2,2,2,9,2,0
13.1,1.665,3,2,2,2,2,2,2,2,2,2,9,2,0
10.5,1.846,3,2,2,2,2,2,2,2,2,2,9,2,0
9.614,1.482,3,2,2,2,2,2,2,2,2,2,9,2,0
8.8,1.346,2,2,2,2,2,2,2,2,2,2,9,2,0
13.1,1.232,2,2,2,2,2,2,2,2,2,2,9,2,0
10.5,1.846,3,2,2,2,2,2,2,2,2,2,9,2,0
9.614,1.482,3,2,2,2,2,2,2,2,2,2,9,2,0
8.8,1.346,2,2,2,2,2,2,2,2,2,2,9,2,0
6.9,1.232,2,2,2,2,2,2,2,2,2,2,9,2,0
6.2,1.2,2,2,2,2,2,2,2,2,2,2,9,2,0
7.25,1.0,2,2,2,2,2,2,2,2,2,2,9,2,0
12.2,1.3,3,2,2,2,2,2,2,2,2,2,9,2,0
9.4,1.735,3,2,2,2,2,2,2,2,2,2,9,2,0
12.0,1.36,3,2,2,2,2,2,2,2,2,2,9,2,0
18.6,1.146,2,2,2,2,2,2,2,2,2,2,9,2,0
18.5,1.485,3,2,2,2,2,2,2,2,2,2,9,2,0
9.6,2.005,3,2,2,2,2,2,2,2,2,2,9,2,0
72.1,2.569,4,2,2,2,2,2,2,2,2,2,9,2,0
26.4,1.725,3,2,2,2,2,2,2,2,2,2,9,2,0
20.0,3.039,4,2,2,2,2,2,2,2,2,2,9,2,0
11.9,1.839,3,2,2,2,2,2,2,2,2,2,9,2,0
25.4,2.805,4,2,2,2,2,2,2,2,2,2,9,2,0
26.2,1.51,3,2,2,2,2,2,2,2,2,2,9,2,0
26.0,3.49,4,2,2,2,2,2,2,2,2,2,9,2,0
140.0,2.87,4,2,2,2,2,2,2,2,2,2,9,2,0
8.6,2.8,4,2,2,2,2,2,2,2,2,2,9,2,0
6.3,5.913,5,2,2,2,2,2,2,2,2,2,9,2,0
10.0,1.53,3,2,2,2,2,2,2,2,2,2,9,2,0
6.7,1.12,2,2,2,2,2,2,2,2,2,2,9,2,0
6.7,1.65,3,2,2,2,2,2,2,2,2,2,9,2,0
14.0,1.205,2,2,2,2,2,2,2,2,2,2,9,2,0
9.5,1.36,3,2,2,2,2,2,2,2,2,2,9,2,0
6.8,2.2,4,2,2,2,2,2,2,2,2,2,9,2,0
19.8,1.5,3,2,2,2,2,2,2,2,2,2,9,2,0
16.0,1.2,2,2,2,2,2,2,2,2,2,2,9,2,0
15.3,3.45,4,2,2,2,2,2,2,2,2,2,9,2,0
10.8,2.796,3,2,2,2,2,2,2,2,2,2,9,2,0
17.5,2.661,3,2,2,2,2,2,2,2,2,2,9,2,0
3.4,1.892,3,2,2,2,2,2,2,2,2,2,9,2,0
12.0,1.65,2,2,2,2,2,2,2,2,2,2,9,2,0
11.2,0.921,2,2,2,2,2,2,2,2,2,2,9,2,0
8.6,1.846,3,2,2,2,2,2,2,2,2,2,9,2,0
3.6,1.675,3,2,2,2,2,2,2,2,2,2,9,2,0
3.65,1.17,1,2,2,2,2,2,2,2,2,2,9,2,0
6.0,0.6,1,2,2,2,2,2,2,2,2,2,9,2,0
6.6,0.65,1,2,2,2,2,2,2,2,2,2,9,2,0
