Area,Location,City,Price
985,61,0,3447000
1416,61,0,4956000
1521,61,0,5323000
1130,61,0,3954999
977,61,0,3419000
1529,61,0,5351000
1267,61,0,4434000
1866,62,0,7837000
2235,62,0,9834000
1976,62,0,8298999
2182,62,0,8728000
1725,18,0,9453000
1795,19,0,15000000
1000,19,0,8900000
1740,19,0,14400000
1490,19,0,12700000
1320,19,0,12500000
2330,19,0,20099999
2165,19,0,18800000
1645,19,0,13700000
1985,19,0,18900000
1616,63,0,8500000
2225,55,0,12000000
1541,18,0,9000000
1515,33,0,9300000
1690,61,0,11000000
2225,55,0,12000000
1770,49,0,18000000
3012,49,0,29300000
2370,49,0,22799999
700,64,0,3200000
1335,65,0,11000000
1690,66,0,9800000
4282,67,0,42500000
1500,19,0,13500000
1880,65,0,15600000
1985,19,0,18900000
1795,19,0,15400000
1410,19,0,12300000
1042,68,0,6845999
1408,68,0,9173000
1455,68,0,9471000
1105,68,0,7247000
1120,69,0,5599000
1345,19,0,11800000
1107,5,0,4815000
1122,5,0,4880000
1161,5,0,5050000
1062,5,0,4619000
1100,5,0,4785000
1143,5,0,4972000
1089,5,0,4737000
1116,5,0,4854000
3033,25,0,28300000
2378,25,0,21400000
2522,25,0,23500000
3205,25,0,29900000
1376,16,0,9200000
1168,16,0,8000000
1373,16,0,9200000
1376,16,0,9300000
1168,16,0,7900000
1373,16,0,9100000
1373,16,0,9000000
1160,16,0,7900000
1160,16,0,7800000
1376,16,0,9100000
1373,16,0,9000000
1373,16,0,8800000
1140,4,0,3990000
1149,4,0,4021000
1168,4,0,4088000
1275,17,0,9060000
1210,17,0,8644000
1240,17,0,8836000
1450,17,0,10200000
1192,17,0,8528000
1190,17,0,8516000
1235,17,0,8804000
1400,17,0,9910000
1606,7,0,7634000
1239,7,0,5970000
1615,7,0,7675000
1180,7,0,5702000
1292,7,0,6210000
900,27,0,2520000
1180,27,0,3304000
1075,27,0,3010000
1000,27,0,2800000
880,27,0,2464000
1185,20,0,5557000
2540,20,0,11900000
1650,20,0,7738000
1355,20,0,6354000
600,20,0,2814000
1165,20,0,5463000
1590,20,0,7456999
1155,20,0,5416000
2495,20,0,11700000
1195,20,0,5604000
1530,20,0,7175000
1600,20,0,7504000
1200,20,0,5628000
884,70,0,5200000
884,70,0,5200000
1120,29,0,6385000
1005,28,0,6531999
1455,28,0,9457000
1390,28,0,9035000
1025,28,0,6662000
1105,28,0,7181999
1135,28,0,7377000
1425,8,0,7125000
1125,29,0,6389000
1125,29,0,6459000
2021,30,0,11800000
1971,30,0,11500000
1354,30,0,7920000
1845,30,0,10700000
1823,30,0,10600000
1447,30,0,8464000
1399,30,0,8184000
1735,30,0,10100000
1398,30,0,8178000
1940,30,0,11299999
1743,30,0,10100000
1417,30,0,8289000
1343,30,0,7856000
1411,30,0,8254000
1337,30,0,7820999
2010,30,0,11700000
1797,30,0,10500000
1768,30,0,10300000
990,68,0,4455000
1090,68,0,4905000
1250,34,0,5550000
1012,34,0,4500000
1630,52,0,13000000
1082,59,0,5500000
1987,65,0,20700000
1333,40,0,3999000
1174,40,0,3522000
958,40,0,2874000
1473,27,0,3682000
1371,27,0,3427000
1573,27,0,3932000
1529,27,0,3822000
995,27,0,2487000
1240,68,0,5580000
1140,68,0,5130000
884,70,0,4910000
1241,9,0,4342000
954,9,0,3338000
737,9,0,2578000
976,9,0,3415000
890,9,0,3114000
823,9,0,2879000
1282,9,0,4485000
893,9,0,3124000
1347,9,0,4713000
1291,9,0,4517000
1353,9,0,4734000
903,9,0,3159000
1206,9,0,4219000
743,9,0,2578000
1042,9,0,3645000
1241,9,0,4342000
644,9,0,2253000
827,9,0,2893000
747,9,0,2614000
2000,70,0,10500000
1352,9,0,4867000
1352,9,0,4735000
737,9,0,2653000
795,9,0,2862000
954,9,0,3339000
823,9,0,2962000
823,9,0,2880000
644,9,0,2318000
644,9,0,2254000
644,9,0,2254000
826,9,0,2973000
1353,9,0,4870000
795,9,0,2781000
747,9,0,2613000
1367,9,0,4783000
823,9,0,2879000
1370,35,0,5045000
1175,35,0,4362000
1500,35,0,5500000
1233,35,0,4565000
1100,35,0,4000000
1300,35,0,4800000
1210,35,0,4485000
1075,35,0,4011999
1220,35,0,4520000
1155,35,0,4292000
1280,35,0,4730000
1350,35,0,4975000
1330,35,0,4905000
1135,35,0,4222000
1070,35,0,3995000
2019,2,0,8076000
1005,70,0,4700000
1193,40,0,3579000
1124,40,0,3372000
974,40,0,2922000
948,40,0,2844000
967,40,0,2901000
940,40,0,2820000
1486,40,0,4458000
1161,40,0,3483000
1233,40,0,3699000
1302,40,0,3906000
963,40,0,2889000
1143,40,0,3429000
1388,40,0,4164000
1128,40,0,3384000
1174,27,0,2935000
1639,27,0,4097000
1281,27,0,3202000
1147,27,0,2867000
1365,27,0,3411999
870,14,0,2436000
1000,14,0,2800000
1075,71,0,3010000
900,71,0,2520000
1085,71,0,3038000
710,7,0,3177000
2674,2,0,10600000
1195,15,0,7200000
2360,6,0,20400000
2307,6,0,17600000
2127,65,0,20200000
1232,52,0,10200000
1040,23,0,4002000
1187,23,0,4568000
1054,23,0,4056000
1118,23,0,4303000
1117,23,0,4299000
1180,23,0,4541000
1094,23,0,4210000
1090,23,0,4195000
1098,23,0,4226000
1205,23,0,4638000
1221,23,0,4699000
1150,23,0,4426000
1020,23,0,3925000
1129,23,0,4345000
1062,23,0,4086999
1059,23,0,4076000
1058,23,0,4072000
1199,23,0,4614000
1448,22,0,4054000
1250,22,0,3500000
1488,22,0,4165999
1096,22,0,3068000
1491,22,0,4174000
1090,22,0,3052000
1102,22,0,3085000
1166,22,0,3264000
920,22,0,2576000
1142,22,0,3197000
1551,22,0,4342000
1135,22,0,3178000
1505,72,0,3913000
1370,72,0,3561999
1533,22,0,4292000
1115,72,0,2899000
1125,72,0,2925000
1066,22,0,2984000
1465,72,0,3809000
1240,23,0,4958000
1220,23,0,4878000
1225,23,0,4898000
1270,23,0,5078000
1075,27,0,3010000
870,27,0,2436000
1000,27,0,2800000
1210,27,0,3388000
900,27,0,2520000
1085,27,0,3038000
880,27,0,2464000
1414,62,0,5797000
1120,33,0,4928000
1185,14,0,4147000
1000,62,0,4400000
1373,73,0,7211000
1109,73,0,5910000
1415,73,0,7423000
1782,73,0,9227000
1383,73,0,7263000
1227,73,0,6494000
1626,73,0,8458000
1755,73,0,9094000
1502,73,0,7847000
1233,73,0,6520999
1367,73,0,7184000
1098,73,0,5858000
1470,73,0,7689000
1211,73,0,6415000
1077,73,0,5752000
1206,73,0,6388000
1346,73,0,7078000
1087,73,0,5804000
2185,73,0,11200000
1453,73,0,7608000
1200,73,0,6361000
1572,73,0,8192000
1179,73,0,6255000
1701,73,0,8830000
1841,73,0,9517000
1443,73,0,7556000
1442,73,0,7554000
1173,73,0,6228000
1448,73,0,7581000
2121,73,0,10800000
1168,73,0,6203000
1411,73,0,7398000
1141,73,0,6070000
1276,73,0,6733000
1152,73,0,6125000
1550,73,0,8086000
1389,73,0,7290000
1260,73,0,6654000
1529,73,0,7980000
1395,73,0,7322000
1136,73,0,6043000
1270,73,0,6706000
1399,73,0,7342000
1650,34,0,7800000
1500,34,0,6800000
1100,62,0,4455000
1000,62,0,4100000
1140,17,0,5700000
1220,17,0,6000000
1150,17,0,5755000
1350,17,0,6695000
1180,17,0,5896000
1130,17,0,5600000
1160,17,0,5800000
1325,17,0,6577000
1090,17,0,5473000
1170,17,0,5849000
1165,17,0,5825000
1095,62,0,4489000
1810,29,0,16900000
1740,29,0,14900000
1630,29,0,14100000
1440,29,0,12100000
1245,29,0,10700000
1098,33,0,4831000
1215,38,0,3632000
990,38,0,2960000
1125,38,0,3363000
950,39,0,3087000
1225,39,0,3981000
1025,39,0,3331000
645,39,0,2096000
1535,35,0,8370999
1470,35,0,8039000
1045,35,0,5868000
1075,35,0,6021000
1290,35,0,7194000
1380,35,0,7581000
1465,35,0,8137000
2790,19,0,28000000
1320,19,0,13000000
3300,52,0,26000000
1500,52,0,10500000
2087,52,0,11500000
2142,52,0,12500000
1850,52,0,11000000
1930,52,0,12000000
1000,27,0,2800000
1075,62,0,4407000
1075,62,0,4407000
1691,51,0,10900000
1055,62,0,4325000
3205,25,0,29900000
3033,25,0,28300000
2522,25,0,23500000
2480,25,0,23100000
2378,25,0,21400000
1800,74,0,7830000
1372,74,0,5968000
1242,68,0,6085000
1110,68,0,5439000
1380,68,0,6762000
1120,68,0,5488000
1118,68,0,5478000
1518,68,0,7438000
1386,68,0,6791000
1224,68,0,5997000
1358,68,0,6654000
1222,68,0,5987000
1430,68,0,7006999
728,68,0,3567000
1235,68,0,6051000
1434,68,0,7026000
1212,68,0,5938000
1273,68,0,6237000
1220,68,0,5978000
1147,68,0,5620000
1255,68,0,6149000
1468,68,0,7193000
1264,68,0,6193000
1495,11,0,8073000
1440,75,0,7028000
1245,75,0,6148000
1510,75,0,7344000
1305,75,0,6419000
1120,75,0,5584000
1295,75,0,6374000
1225,75,0,6058000
1430,75,0,6983000
1300,75,0,6396000
1470,75,0,7163000
1275,75,0,6283000
1410,75,0,6893000
1140,75,0,5674000
1415,75,0,6915000
1455,75,0,7095999
1520,75,0,7389000
1260,75,0,6216000
1525,75,0,7412000
1125,75,0,5606000
1255,75,0,6193000
1135,75,0,5651000
2936,9,0,35500000
1597,18,0,11399999
1514,18,0,10800000
1431,18,0,10200000
1365,18,0,9800000
1205,33,0,7900000
1007,33,0,6570000
2243,61,0,22799999
2051,61,0,21200000
1350,43,0,7200000
1225,43,0,6500000
1165,43,0,6200000
1315,40,0,4732000
1320,40,0,4750000
1250,40,0,4498000
1290,40,0,4870000
1290,40,0,4642000
1365,40,0,4912000
1500,40,0,5398000
1200,40,0,4318000
1745,17,0,10800000
1417,17,0,8868000
1814,17,0,11399999
1503,17,0,9366000
1814,74,0,11200000
1595,74,0,9888000
1759,74,0,10800000
1839,41,0,25500000
2461,41,0,34000000
1249,41,0,17500000
2503,41,0,34500000
1385,41,0,19500000
1286,26,0,7100000
1163,26,0,6400000
966,26,0,5500000
814,26,0,4300000
708,26,0,3800000
3360,30,0,26000000
2210,30,0,18600000
1930,30,0,17300000
1890,30,0,17100000
1330,30,0,11800000
1635,76,0,7341000
1425,76,0,6398000
1300,76,0,5837000
1005,76,0,4512000
4600,42,0,66900000
8331,42,0,170600000
8902,42,0,182300000
5112,42,0,74300000
6500,42,0,60100000
3900,42,0,36000000
3895,42,0,36000000
5654,42,0,52200000
5500,42,0,50800000
4622,67,0,49600000
4322,67,0,46400000
4400,42,0,64000000
4200,42,0,61100000
9700,42,0,198600000
3670,42,0,53400000
9900,42,0,202700000
8300,42,0,170000000
7700,42,0,157700000
3897,42,0,56700000
1570,9,0,6594000
1410,9,0,5922000
1580,9,0,6636000
1610,9,0,6762000
1195,9,0,5019000
1590,9,0,6678000
1600,9,0,6720000
1200,9,0,5040000
1565,9,0,6573000
1638,70,0,8353000
1584,70,0,8078000
1288,70,0,6568000
1521,70,0,7756999
1422,70,0,7252000
1367,70,0,6970999
1839,58,0,8749000
1419,58,0,6870000
1726,58,0,8243000
2597,77,0,19500000
1447,35,0,6331000
2569,77,0,18500000
2219,35,0,9730000
1525,35,0,6641000
1727,35,0,7520999
1274,78,0,11100000
1588,78,0,14200000
1300,35,0,5739000
1204,78,0,10500000
1531,35,0,6667000
2140,78,0,19100000
1375,11,0,7177000
1309,11,0,6831999
1176,11,0,6138000
1370,11,0,7151000
1843,11,0,9620000
1320,11,0,6890000
1841,11,0,9610000
1950,11,0,10100000
1559,11,0,8137000
1498,11,0,7819000
1800,11,0,9396000
1669,11,0,8712000
1340,11,0,6994000
1339,11,0,6989000
1657,11,0,8649000
1860,11,0,9709000
1660,11,0,8665000
1798,11,0,9385000
1332,11,0,6953000
1665,11,0,8691000
1179,2,0,5102000
1188,2,0,5137000
1215,2,0,5244000
1224,2,0,5279000
1414,62,0,5700000
1350,43,0,6183000
1225,43,0,5610000
1030,59,0,5413000
905,32,0,10900000
972,32,0,10500000
1270,77,0,9500000
1550,77,0,12500000
1550,77,0,12000000
1460,77,0,10400000
1830,77,0,13500000
985,14,0,3447000
1467,77,0,8216000
2067,77,0,11600000
1808,77,0,10100000
1085,77,0,8864000
1050,77,0,8019000
2772,79,0,64000000
1048,33,0,4611000
1428,33,0,6221000
1255,16,0,5380000
1482,21,0,7631999
1284,21,0,6612000
1057,21,0,5443000
1800,80,0,18000000
1400,66,0,6200000
1998,81,0,35900000
1388,81,0,24900000
1498,81,0,26900000
1078,81,0,19400000
1265,9,0,8000000
2187,15,0,27400000
1196,15,0,15000000
1600,76,0,8200000
1480,76,0,7500000
1172,76,0,6500000
1135,46,0,6000000
1885,10,0,9000000
1440,10,0,6900000
1392,63,0,6950000
1320,63,0,6711000
771,63,0,4209000
1128,63,0,5478000
568,63,0,3267000
2221,63,0,11100000
1268,63,0,6731000
1272,63,0,6385000
2147,63,0,10800000
1275,44,0,9278000
1360,44,0,9859000
2616,82,0,14800000
1323,82,0,7400000
1207,82,0,7200000
792,82,0,4500000
800,82,0,4553000
2976,83,0,21500000
2916,83,0,21300000
2254,83,0,16200000
2212,83,0,16000000
2212,83,0,16000000
795,82,0,4518000
3963,83,0,28800000
3891,83,0,28500000
2180,17,0,11299999
2180,17,0,11299999
1830,17,0,9516000
1960,17,0,10100000
1410,17,0,7331999
1885,17,0,9802000
1255,17,0,6526000
1255,17,0,6526000
1805,17,0,11000000
1207,82,0,7200000
1043,82,0,6100000
2563,67,0,24300000
2536,67,0,24100000
2482,67,0,23600000
1615,44,0,11600000
2200,67,0,20900000
4336,67,0,41200000
4273,67,0,40599999
4046,67,0,38400000
3563,67,0,33800000
3463,67,0,32900000
2700,67,0,25700000
1275,44,0,9278000
1098,82,0,7200000
3832,83,0,28100000
2893,83,0,21500000
1939,42,0,13600000
1628,42,0,11399999
2893,83,0,21500000
2825,83,0,21000000
3044,83,0,22000000
1476,17,0,11500000
1527,17,0,12500000
1265,17,0,10500000
1515,44,0,10900000
940,82,0,6000000
1090,82,0,5000000
1020,82,0,4800000
2437,67,0,23200000
1687,42,0,11800000
1712,42,0,12000000
1812,42,0,12700000
1911,42,0,13400000
3870,42,0,38900000
1135,84,0,6000000
1020,59,0,5367000
985,59,0,5206000
980,59,0,5183000
1555,9,0,9700000
1482,9,0,9300000
2540,15,0,31800000
1376,77,0,7706000
2202,77,0,12300000
1530,43,0,9400000
1404,43,0,8600000
1157,43,0,7200000
1565,9,0,9800000
1255,9,0,7900000
1305,85,0,6800000
1395,85,0,7200000
1395,31,0,7200000
1240,86,0,4340000
1185,86,0,4147000
1120,86,0,3920000
840,86,0,2940000
1315,86,0,4602000
1295,86,0,4532000
1235,86,0,4322000
760,86,0,2660000
1605,86,0,5617000
920,86,0,3220000
660,86,0,2310000
1220,86,0,4270000
810,86,0,2835000
1000,62,0,4272000
1055,62,0,4272000
1395,84,0,7320000
1395,84,0,7150000
1305,84,0,6700000
1395,84,0,7150000
1305,46,0,6850000
1395,84,0,7300000
1305,84,0,6800000
1340,84,0,7100000
1290,84,0,6800000
1395,84,0,7100000
1095,62,0,4489000
5600,87,0,61300000
5249,87,0,57500000
4449,87,0,48700000
3103,87,0,30900000
3077,87,0,30600000
2711,87,0,27000000
2671,87,0,26600000
954,62,0,3911000
1110,62,0,4495000
1839,41,0,25400000
1385,41,0,19300000
1623,88,0,13899999
4237,10,0,29600000
2795,10,0,19500000
1273,10,0,7500000
2461,41,0,33900000
1839,41,0,25400000
1249,41,0,17400000
1378,88,0,11800000
1169,88,0,10000000
3122,10,0,21800000
1705,10,0,9900000
1271,77,0,5719000
1414,62,0,5797000
1100,62,0,4455000
1788,89,0,14300000
1370,33,0,5480000
1139,33,0,4556000
1154,33,0,4616000
1224,33,0,4896000
1164,33,0,4656000
1271,77,0,5719000
1040,62,0,4212000
1485,66,0,9100000
1300,66,0,8400000
1135,66,0,7100000
960,66,0,6100000
3245,35,0,23100000
2150,35,0,13700000
1590,35,0,11000000
1500,35,0,10300000
1415,35,0,9500000
2942,77,0,40000000
2368,77,0,25000000
1946,77,0,20000000
1752,77,0,17700000
1483,77,0,14400000
3729,42,0,37000000
2927,42,0,31000000
1463,65,0,7300000
1150,90,0,5500000
1720,17,0,7223999
1322,17,0,5552000
1230,17,0,5166000
1836,89,0,14600000
1778,89,0,14200000
1980,89,0,15800000
705,89,0,5640000
1392,89,0,11100000
1825,89,0,14600000
1659,89,0,13200000
1596,8,0,10600000
1574,8,0,10600000
1173,8,0,8200000
1561,91,0,10500000
1450,91,0,9800000
1180,91,0,8100000
1180,91,0,8100000
3112,65,0,29400000
2370,65,0,23000000
2370,65,0,23000000
1085,23,0,4557000
1010,23,0,4242000
1100,23,0,4620000
1541,77,0,7242000
1385,77,0,6509000
1451,77,0,6819000
1419,77,0,6669000
1213,77,0,5701000
1269,77,0,5964000
1171,77,0,5503000
1197,77,0,5625000
1100,33,0,4995000
1100,33,0,4995000
976,33,0,4294000
1055,62,0,4455000
1080,8,0,4590000
1115,8,0,4738000
1095,8,0,4653000
1125,8,0,4781000
1060,8,0,4505000
1090,8,0,4632000
1200,8,0,5100000
1800,92,0,13400000
2170,92,0,15600000
1691,92,0,12200000
1800,42,0,15700000
1682,42,0,14100000
1239,2,0,7500000
1270,77,0,9200000
1880,77,0,13200000
1395,84,0,7300000
1305,84,0,6655000
1395,84,0,7100000
1305,84,0,6700000
1395,66,0,7100000
1395,84,0,7100000
1290,84,0,6798999
1395,84,0,7298000
3103,87,0,32000000
1000,16,0,4160000
1275,16,0,5228000
1055,16,0,4373000
1295,16,0,5306000
1070,16,0,4431000
1296,58,0,9300000
1706,58,0,12400000
1592,58,0,11500000
1785,93,0,14800000
1245,93,0,7500000
1239,2,0,7500000
1800,42,0,14500000
1309,42,0,10200000
1682,52,0,11500000
1232,52,0,9200000
1482,52,0,11000000
1917,92,0,12700000
1917,92,0,12700000
2170,92,0,14700000
2035,92,0,13400000
2313,92,0,13000000
1438,17,0,69000000
1337,17,0,6417000
952,17,0,4569000
1346,17,0,6459999
1387,17,0,6656999
1359,17,0,6523000
1298,17,0,6230000
1036,17,0,4972000
997,17,0,4785000
1400,17,0,6720000
2424,17,0,13700000
1653,17,0,9240000
1235,17,0,7180000
644,17,0,3940000
1600,23,0,6878000
1070,23,0,4599000
2134,33,0,15000000
1110,33,0,6533000
1320,23,0,5674000
1345,33,0,7467000
1655,33,0,11000000
1000,23,0,3800000
940,23,0,3572000
1020,23,0,3876000
1015,14,0,4099000
1180,27,0,3304000
1795,19,0,15000000
5249,87,0,58099999
1500,16,0,5600000
1608,16,0,5451000
1580,16,0,5356000
1200,16,0,4440000
1300,16,0,4500000
1570,16,0,5322000
1580,16,0,5530000
1304,16,0,5148000
1200,16,0,5200000
1303,16,0,5381000
1196,16,0,5148000
1304,16,0,4433000
1490,19,0,12700000
2742,89,0,35500000
4689,61,0,50000000
677,17,0,2920000
525,17,0,2157000
2672,89,0,35200000
1380,6,0,9500000
985,6,0,6800000
1533,82,0,6798000
1384,82,0,6172000
1186,82,0,5341000
1090,82,0,4938000
776,82,0,3619000
711,82,0,3372999
1599,10,0,8673000
1365,10,0,7456000
1217,10,0,6687000
1171,10,0,6448000
1726,18,0,9458000
1005,45,0,4000000
1536,94,0,10700000
1535,33,0,8434000
1485,33,0,8509000
1080,17,0,5426000
1047,24,0,8400000
1970,8,0,16200000
2860,8,0,23200000
1695,30,0,13500000
1330,30,0,11800000
1815,8,0,15000000
1763,30,0,13799999
1397,24,0,11100000
2321,33,0,17100000
1216,33,0,9100000
2830,33,0,20000000
1917,92,0,13400000
1560,32,0,9700000
1450,32,0,9100000
1200,32,0,7500000
1650,52,0,11399999
1490,52,0,9800000
1240,52,0,8100000
1325,8,0,4505000
1480,8,0,5032000
1155,8,0,3927000
1285,8,0,4369000
1515,8,0,5151000
1280,8,0,4352000
1290,8,0,4386000
1190,8,0,4046000
1460,77,0,10600000
1230,78,0,9800000
1274,95,0,9799000
1220,77,0,8863000
1591,78,0,13799999
1230,68,0,8500000
1445,92,0,10600000
1419,96,0,6584999
1787,92,0,12700000
1709,75,0,9050000
1590,58,0,8500000
1330,75,0,7000000
1709,75,0,9050000
1104,36,0,6698999
1220,78,0,5499000
1489,97,0,9000000
1299,75,0,6800000
1843,97,0,8499000
1270,58,0,6498999
1257,97,0,6498999
1195,66,0,6800000
1165,66,0,7800000
1340,97,0,7800000
1339,97,0,7800000
2220,61,0,22500000
2243,61,0,24000000
1776,98,0,17200000
2370,49,0,22500000
1603,66,0,9000000
1410,33,0,6133000
1475,33,0,6416000
990,33,0,4306000
1120,33,0,4872000
1150,33,0,5002000
1690,33,0,7351000
1060,33,0,4611000
1595,33,0,6938000
1471,91,0,5972000
1340,25,0,5100000
1340,25,0,4600000
1773,47,0,12000000
1811,47,0,12200000
1483,47,0,10200000
1816,47,0,12400000
1389,47,0,9595000
1761,47,0,11900000
1260,45,0,5050000
920,45,0,3735000
1295,14,0,5180000
920,14,0,3700000
1260,45,0,5050000
920,22,0,3735000
920,14,0,3735000
920,22,0,3735000
920,45,0,3734000
1015,45,0,4099000
1015,22,0,4099000
1143,16,0,4800000
1551,16,0,6514000
1196,16,0,5000000
1530,16,0,5202000
1306,16,0,4440000
1693,16,0,5739000
1530,16,0,6426000
1540,16,0,5800000
1419,16,0,6028000
1200,16,0,4400000
1530,16,0,6400000
1267,16,0,5380000
1530,16,0,6466000
1551,16,0,5257000
1527,16,0,6413000
1200,16,0,5040000
1306,16,0,5485000
1530,16,0,6459999
1187,16,0,4440000
1419,16,0,5959000
1530,16,0,6400000
1196,16,0,5023000
1295,16,0,5400000
1303,16,0,5400000
1196,16,0,4784000
1143,16,0,4800000
1068,35,0,3897999
920,14,0,3761999
1005,14,0,4110000
1005,14,0,4000000
975,14,0,3958000
920,14,0,3735000
1005,14,0,4079999
975,14,0,3929000
955,14,0,3820000
1055,14,0,4220000
1005,14,0,4020000
1260,14,0,5077000
1000,82,0,4500000
1000,82,0,4400000
1792,49,0,15200000
3012,49,0,25600000
2370,49,0,20099999
1850,57,0,11900000
1850,57,0,12100000
1850,57,0,12300000
1850,57,0,12300000
1100,5,0,4100000
1198,17,0,6830000
1198,17,0,6750000
1197,17,0,6800000
1482,52,0,10000000
1232,52,0,8250000
1000,82,0,3840000
1691,52,0,11600000
1000,82,0,3800000
1232,52,0,8200000
1691,52,0,11500000
1000,82,0,4000000
1000,82,0,3847999
1232,52,0,8300000
1691,52,0,12000000
1000,82,0,3835000
